base_year_month,day_of_week,age_range,sex,use_count
202005,수요일,20대,남성,43022
202005,수요일,20대,여성,35920
202005,수요일,30대,남성,62734
202005,수요일,30대,여성,46496
202005,수요일,40대,남성,78286
202005,수요일,40대,여성,50177
202005,수요일,50대,남성,71943
202005,수요일,50대,여성,42142
202005,수요일,60대,남성,35403
202005,수요일,60대,여성,19631
202005,수요일,70대 이상,남성,12455
202005,수요일,70대 이상,여성,5941
202005,수요일,알수없음,알수없음,76180
202005,월요일,19세 이하,남성,1766
202005,월요일,19세 이하,여성,1271
202005,월요일,20대,남성,41175
202005,월요일,20대,여성,35175
202005,월요일,30대,남성,64496
202005,월요일,30대,여성,48133
202005,월요일,40대,남성,77551
202005,월요일,40대,여성,50056
202005,월요일,50대,남성,69613
202005,월요일,50대,여성,40128
202005,월요일,60대,남성,33420
202005,월요일,60대,여성,18524
202005,월요일,70대 이상,남성,11815
202005,월요일,70대 이상,여성,5832
202005,월요일,알수없음,알수없음,73058
202005,일요일,19세 이하,남성,2524
202005,일요일,19세 이하,여성,1811
202005,일요일,20대,남성,53477
202005,일요일,20대,여성,44609
202005,일요일,30대,남성,88510
202005,일요일,30대,여성,61780
202005,일요일,40대,남성,105707
202005,일요일,40대,여성,65275
202005,일요일,50대,남성,94279
202005,일요일,50대,여성,49580
202005,일요일,60대,남성,41488
202005,일요일,60대,여성,21309
202005,일요일,70대 이상,남성,12872
202005,일요일,70대 이상,여성,6213
202005,일요일,알수없음,남성,3
202005,일요일,알수없음,알수없음,66510
202005,토요일,19세 이하,남성,2489
202005,토요일,19세 이하,여성,1940
202005,토요일,20대,남성,54434
202005,토요일,20대,여성,45460
202005,토요일,30대,남성,90184
202005,토요일,30대,여성,63860
202005,토요일,40대,남성,111524
202005,토요일,40대,여성,69839
202005,토요일,50대,남성,99604
202005,토요일,50대,여성,52756
202005,토요일,60대,남성,43166
202005,토요일,60대,여성,22107
202005,토요일,70대 이상,남성,13932
202005,토요일,70대 이상,여성,6706
202005,토요일,알수없음,남성,1
202005,토요일,알수없음,알수없음,77653
202005,화요일,19세 이하,남성,1439
202005,화요일,19세 이하,여성,966
202005,화요일,20대,남성,31577
202005,화요일,20대,여성,26353
202005,화요일,30대,남성,46595
202005,화요일,30대,여성,33253
202005,화요일,40대,남성,57653
202005,화요일,40대,여성,36541
202005,화요일,50대,남성,54281
202005,화요일,50대,여성,31108
202005,화요일,60대,남성,27126
202005,화요일,60대,여성,14374
202005,화요일,70대 이상,남성,9301
202005,화요일,70대 이상,여성,4345
202005,화요일,알수없음,알수없음,55381
202006,공휴일,19세 이하,남성,725
202006,공휴일,19세 이하,여성,488
202006,공휴일,20대,남성,11890
202006,공휴일,20대,여성,9943
202006,공휴일,30대,남성,19331
202006,공휴일,30대,여성,13609
202006,공휴일,40대,남성,23829
202006,공휴일,40대,여성,14836
202006,공휴일,50대,남성,21837
202006,공휴일,50대,여성,11712
202006,공휴일,60대,남성,9775
202006,공휴일,60대,여성,4862
202006,공휴일,70대 이상,남성,3244
202006,공휴일,70대 이상,여성,1545
202006,공휴일,알수없음,알수없음,17081
202006,금요일,19세 이하,남성,2172
202006,금요일,19세 이하,여성,1989
202006,금요일,20대,남성,45960
202006,금요일,20대,여성,37404
202006,금요일,30대,남성,69018
202006,금요일,30대,여성,50395
202006,금요일,40대,남성,82912
202006,금요일,40대,여성,51499
202006,금요일,50대,남성,74047
202006,금요일,50대,여성,42589
202006,금요일,60대,남성,35147
202006,금요일,60대,여성,19442
202006,금요일,70대 이상,남성,12442
202006,금요일,70대 이상,여성,6122
202006,금요일,알수없음,알수없음,84040
202006,목요일,19세 이하,남성,2024
202006,목요일,19세 이하,여성,1779
202006,목요일,20대,남성,43572
202006,목요일,20대,여성,36287
202006,목요일,30대,남성,63053
202006,목요일,30대,여성,45407
202006,목요일,40대,남성,75097
202006,목요일,40대,여성,47472
202006,목요일,50대,남성,68494
202006,목요일,50대,여성,40877
202006,목요일,60대,남성,33474
202006,목요일,60대,여성,19008
202006,목요일,70대 이상,남성,11628
202006,목요일,70대 이상,여성,5610
202006,목요일,알수없음,알수없음,78382
202006,수요일,19세 이하,남성,1963
202006,수요일,19세 이하,여성,1666
202006,수요일,20대,남성,43189
202006,수요일,20대,여성,35732
202006,수요일,30대,남성,61345
202006,수요일,30대,여성,42823
202006,수요일,40대,남성,73294
202006,수요일,40대,여성,45858
202006,수요일,50대,남성,68055
202006,수요일,50대,여성,39850
202006,수요일,60대,남성,32944
202006,수요일,60대,여성,18690
202006,수요일,70대 이상,남성,11118
202006,수요일,70대 이상,여성,5430
202006,수요일,알수없음,알수없음,76179
202006,월요일,19세 이하,남성,2624
202006,월요일,19세 이하,여성,2100
202006,월요일,20대,남성,56001
202006,월요일,20대,여성,48095
202006,월요일,30대,남성,83390
202006,월요일,30대,여성,61173
202006,월요일,40대,남성,95048
202006,월요일,40대,여성,60614
202006,월요일,50대,남성,85832
202006,월요일,50대,여성,51254
202006,월요일,60대,남성,42412
202006,월요일,60대,여성,23396
202006,월요일,70대 이상,남성,15153
202006,월요일,70대 이상,여성,7493
202006,월요일,알수없음,알수없음,96374
202006,일요일,19세 이하,남성,2337
202006,일요일,19세 이하,여성,1780
202006,일요일,20대,남성,47155
202006,일요일,20대,여성,40740
202006,일요일,30대,남성,74066
202006,일요일,30대,여성,53453
202006,일요일,40대,남성,83660
202006,일요일,40대,여성,52589
202006,일요일,50대,남성,75166
202006,일요일,50대,여성,42839
202006,일요일,60대,남성,33174
202006,일요일,60대,여성,17998
202006,일요일,70대 이상,남성,10551
202006,일요일,70대 이상,여성,5157
202006,일요일,알수없음,알수없음,58355
202006,토요일,19세 이하,남성,1883
202006,토요일,19세 이하,여성,1394
202006,토요일,20대,남성,35631
202006,토요일,20대,여성,30424
202006,토요일,30대,남성,56592
202006,토요일,30대,여성,41043
202006,토요일,40대,남성,65314
202006,토요일,40대,여성,41698
202006,토요일,50대,남성,57637
202006,토요일,50대,여성,33250
202006,토요일,60대,남성,25011
202006,토요일,60대,여성,14098
202006,토요일,70대 이상,남성,8246
202006,토요일,70대 이상,여성,4081
202006,토요일,알수없음,알수없음,50555
202006,화요일,19세 이하,남성,2664
202006,화요일,19세 이하,여성,2380
202006,화요일,20대,남성,57616
202006,화요일,20대,여성,49147
202006,화요일,30대,남성,83045
202006,화요일,30대,여성,59760
202006,화요일,40대,남성,97281
202006,화요일,40대,여성,61980
202006,화요일,50대,남성,88404
202006,화요일,50대,여성,53271
202006,화요일,60대,남성,43445
202006,화요일,60대,여성,24853
202006,화요일,70대 이상,남성,15147
202006,화요일,70대 이상,여성,7776
202006,화요일,알수없음,알수없음,101743
202007,금요일,19세 이하,남성,2526
202007,금요일,19세 이하,여성,2485
202007,금요일,20대,남성,64434
202007,금요일,20대,여성,56395
202007,금요일,30대,남성,88738
202007,금요일,30대,여성,64082
202007,금요일,40대,남성,101935
202007,금요일,40대,여성,65680
202007,금요일,50대,남성,89157
202007,금요일,50대,여성,52905
202007,금요일,60대,남성,40530
202007,금요일,60대,여성,23642
202007,금요일,70대 이상,남성,13057
202007,금요일,70대 이상,여성,6791
202007,금요일,알수없음,알수없음,109941
202007,목요일,19세 이하,남성,2600
202007,목요일,19세 이하,여성,2435
202007,목요일,20대,남성,65767
202007,목요일,20대,여성,58304
202007,목요일,30대,남성,85064
202007,목요일,30대,여성,61904
202007,목요일,40대,남성,96892
202007,목요일,40대,여성,63436
202007,목요일,50대,남성,87310
202007,목요일,50대,여성,53475
202007,목요일,60대,남성,39994
202007,목요일,60대,여성,24700
202007,목요일,70대 이상,남성,13411
202007,목요일,70대 이상,여성,7121
202007,목요일,알수없음,알수없음,109176
202007,수요일,19세 이하,남성,2543
202007,수요일,19세 이하,여성,2506
202007,수요일,20대,남성,68311
202007,수요일,20대,여성,60105
202007,수요일,30대,남성,84639
202007,수요일,30대,여성,62478
202007,수요일,40대,남성,96919
202007,수요일,40대,여성,63227
202007,수요일,50대,남성,86593
202007,수요일,50대,여성,53978
202007,수요일,60대,남성,40033
202007,수요일,60대,여성,24915
202007,수요일,70대 이상,남성,13864
202007,수요일,70대 이상,여성,7144
202007,수요일,알수없음,알수없음,108446
202007,월요일,19세 이하,남성,1826
202007,월요일,19세 이하,여성,1730
202007,월요일,20대,남성,50005
202007,월요일,20대,여성,44232
202007,월요일,30대,남성,65087
202007,월요일,30대,여성,46789
202007,월요일,40대,남성,72063
202007,월요일,40대,여성,46525
202007,월요일,50대,남성,63532
202007,월요일,50대,여성,39676
202007,월요일,60대,남성,29176
202007,월요일,60대,여성,17741
202007,월요일,70대 이상,남성,9789
202007,월요일,70대 이상,여성,5027
202007,월요일,알수없음,알수없음,75979
202007,일요일,19세 이하,남성,2137
202007,일요일,19세 이하,여성,1867
202007,일요일,20대,남성,51932
202007,일요일,20대,여성,46087
202007,일요일,30대,남성,72802
202007,일요일,30대,여성,52269
202007,일요일,40대,남성,80820
202007,일요일,40대,여성,51582
202007,일요일,50대,남성,71684
202007,일요일,50대,여성,42501
202007,일요일,60대,남성,30818
202007,일요일,60대,여성,17882
202007,일요일,70대 이상,남성,9404
202007,일요일,70대 이상,여성,4738
202007,일요일,알수없음,알수없음,59868
202007,토요일,19세 이하,남성,2359
202007,토요일,19세 이하,여성,2080
202007,토요일,20대,남성,52606
202007,토요일,20대,여성,47369
202007,토요일,30대,남성,76073
202007,토요일,30대,여성,55063
202007,토요일,40대,남성,86722
202007,토요일,40대,여성,57146
202007,토요일,50대,남성,75825
202007,토요일,50대,여성,45446
202007,토요일,60대,남성,32813
202007,토요일,60대,여성,19323
202007,토요일,70대 이상,남성,10485
202007,토요일,70대 이상,여성,5587
202007,토요일,알수없음,알수없음,71568
202007,화요일,19세 이하,남성,2045
202007,화요일,19세 이하,여성,1834
202007,화요일,20대,남성,52891
202007,화요일,20대,여성,47775
202007,화요일,30대,남성,65472
202007,화요일,30대,여성,48712
202007,화요일,40대,남성,74645
202007,화요일,40대,여성,49369
202007,화요일,50대,남성,66268
202007,화요일,50대,여성,41878
202007,화요일,60대,남성,30622
202007,화요일,60대,여성,18875
202007,화요일,70대 이상,남성,10251
202007,화요일,70대 이상,여성,5449
202007,화요일,알수없음,알수없음,81588
202008,공휴일,19세 이하,남성,1285
202008,공휴일,19세 이하,여성,1018
202008,공휴일,20대,남성,27883
202008,공휴일,20대,여성,24831
202008,공휴일,30대,남성,40862
202008,공휴일,30대,여성,31163
202008,공휴일,40대,남성,52297
202008,공휴일,40대,여성,36898
202008,공휴일,50대,남성,42955
202008,공휴일,50대,여성,25779
202008,공휴일,60대,남성,17714
202008,공휴일,60대,여성,10661
202008,공휴일,70대 이상,남성,5604
202008,공휴일,70대 이상,여성,3068
202008,공휴일,알수없음,알수없음,41678
202008,금요일,19세 이하,남성,2525
202008,금요일,19세 이하,여성,2374
202008,금요일,20대,남성,54293
202008,금요일,20대,여성,47248
202008,금요일,30대,남성,76311
202008,금요일,30대,여성,55786
202008,금요일,40대,남성,94369
202008,금요일,40대,여성,64192
202008,금요일,50대,남성,78088
202008,금요일,50대,여성,47388
202008,금요일,60대,남성,33872
202008,금요일,60대,여성,20464
202008,금요일,70대 이상,남성,11139
202008,금요일,70대 이상,여성,6095
202008,금요일,알수없음,알수없음,94015
202008,목요일,19세 이하,남성,2630
202008,목요일,19세 이하,여성,2125
202008,목요일,20대,남성,56039
202008,목요일,20대,여성,49359
202008,목요일,30대,남성,74596
202008,목요일,30대,여성,55331
202008,목요일,40대,남성,91616
202008,목요일,40대,여성,62880
202008,목요일,50대,남성,76171
202008,목요일,50대,여성,47240
202008,목요일,60대,남성,33523
202008,목요일,60대,여성,20824
202008,목요일,70대 이상,남성,11029
202008,목요일,70대 이상,여성,6141
202008,목요일,알수없음,알수없음,90918
202008,수요일,19세 이하,남성,2226
202008,수요일,19세 이하,여성,1960
202008,수요일,20대,남성,52231
202008,수요일,20대,여성,45154
202008,수요일,30대,남성,68836
202008,수요일,30대,여성,49707
202008,수요일,40대,남성,84059
202008,수요일,40대,여성,56395
202008,수요일,50대,남성,69783
202008,수요일,50대,여성,42357
202008,수요일,60대,남성,29852
202008,수요일,60대,여성,17856
202008,수요일,70대 이상,남성,9138
202008,수요일,70대 이상,여성,5015
202008,수요일,알수없음,알수없음,81646
202008,월요일,19세 이하,남성,2369
202008,월요일,19세 이하,여성,1945
202008,월요일,20대,남성,51301
202008,월요일,20대,여성,43587
202008,월요일,30대,남성,73061
202008,월요일,30대,여성,52866
202008,월요일,40대,남성,85939
202008,월요일,40대,여성,58413
202008,월요일,50대,남성,72449
202008,월요일,50대,여성,44609
202008,월요일,60대,남성,32782
202008,월요일,60대,여성,19798
202008,월요일,70대 이상,남성,10843
202008,월요일,70대 이상,여성,5970
202008,월요일,알수없음,알수없음,85906
202008,일요일,19세 이하,남성,2979
202008,일요일,19세 이하,여성,2428
202008,일요일,20대,남성,67800
202008,일요일,20대,여성,58362
202008,일요일,30대,남성,97923
202008,일요일,30대,여성,70712
202008,일요일,40대,남성,117999
202008,일요일,40대,여성,78332
202008,일요일,50대,남성,99343
202008,일요일,50대,여성,57826
202008,일요일,60대,남성,41000
202008,일요일,60대,여성,23477
202008,일요일,70대 이상,남성,12385
202008,일요일,70대 이상,여성,6650
202008,일요일,알수없음,알수없음,84374
202008,토요일,19세 이하,남성,2622
202008,토요일,19세 이하,여성,2063
202008,토요일,20대,남성,53804
202008,토요일,20대,여성,47144
202008,토요일,30대,남성,79415
202008,토요일,30대,여성,56422
202008,토요일,40대,남성,95841
202008,토요일,40대,여성,64789
202008,토요일,50대,남성,81155
202008,토요일,50대,여성,47871
202008,토요일,60대,남성,33964
202008,토요일,60대,여성,20192
202008,토요일,70대 이상,남성,10528
202008,토요일,70대 이상,여성,5578
202008,토요일,알수없음,알수없음,77473
202008,화요일,19세 이하,남성,2528
202008,화요일,19세 이하,여성,2164
202008,화요일,20대,남성,55423
202008,화요일,20대,여성,48320
202008,화요일,30대,남성,75247
202008,화요일,30대,여성,55980
202008,화요일,40대,남성,91548
202008,화요일,40대,여성,63035
202008,화요일,50대,남성,76704
202008,화요일,50대,여성,47473
202008,화요일,60대,남성,33400
202008,화요일,60대,여성,20466
202008,화요일,70대 이상,남성,10839
202008,화요일,70대 이상,여성,5821
202008,화요일,알수없음,알수없음,90701
202009,공휴일,30대,여성,1
202009,공휴일,50대,남성,1
202009,공휴일,50대,여성,1
202009,공휴일,알수없음,알수없음,111
202009,금요일,19세 이하,남성,2343
202009,금요일,19세 이하,여성,2066
202009,금요일,20대,남성,46148
202009,금요일,20대,여성,39645
202009,금요일,30대,남성,69674
202009,금요일,30대,여성,49453
202009,금요일,40대,남성,80385
202009,금요일,40대,여성,52840
202009,금요일,50대,남성,69303
202009,금요일,50대,여성,41876
202009,금요일,60대,남성,32263
202009,금요일,60대,여성,19876
202009,금요일,70대 이상,남성,10992
202009,금요일,70대 이상,여성,6067
202009,금요일,알수없음,알수없음,85819
202009,목요일,19세 이하,남성,2229
202009,목요일,19세 이하,여성,1851
202009,목요일,20대,남성,44310
202009,목요일,20대,여성,38119
202009,목요일,30대,남성,65425
202009,목요일,30대,여성,45808
202009,목요일,40대,남성,73846
202009,목요일,40대,여성,48600
202009,목요일,50대,남성,65498
202009,목요일,50대,여성,40234
202009,목요일,60대,남성,30279
202009,목요일,60대,여성,18925
202009,목요일,70대 이상,남성,10309
202009,목요일,70대 이상,여성,5560
202009,목요일,알수없음,알수없음,80907
202009,수요일,19세 이하,남성,1846
202009,수요일,19세 이하,여성,1597
202009,수요일,20대,남성,39342
202009,수요일,20대,여성,33119
202009,수요일,30대,남성,58155
202009,수요일,30대,여성,39742
202009,수요일,40대,남성,66372
202009,수요일,40대,여성,41579
202009,수요일,50대,남성,57691
202009,수요일,50대,여성,34705
202009,수요일,60대,남성,26590
202009,수요일,60대,여성,16456
202009,수요일,70대 이상,남성,8769
202009,수요일,70대 이상,여성,4720
202009,수요일,알수없음,알수없음,72194
202009,월요일,19세 이하,남성,2169
202009,월요일,19세 이하,여성,1821
202009,월요일,20대,남성,42804
202009,월요일,20대,여성,38522
202009,월요일,30대,남성,65121
202009,월요일,30대,여성,46690
202009,월요일,40대,남성,72867
202009,월요일,40대,여성,49027
202009,월요일,50대,남성,63652
202009,월요일,50대,여성,39783
202009,월요일,60대,남성,30444
202009,월요일,60대,여성,19665
202009,월요일,70대 이상,남성,10888
202009,월요일,70대 이상,여성,6074
202009,월요일,알수없음,알수없음,77105
202009,일요일,19세 이하,남성,1990
202009,일요일,19세 이하,여성,1794
202009,일요일,20대,남성,44312
202009,일요일,20대,여성,39356
202009,일요일,30대,남성,68473
202009,일요일,30대,여성,47674
202009,일요일,40대,남성,77347
202009,일요일,40대,여성,50142
202009,일요일,50대,남성,67850
202009,일요일,50대,여성,39596
202009,일요일,60대,남성,29032
202009,일요일,60대,여성,17122
202009,일요일,70대 이상,남성,8855
202009,일요일,70대 이상,여성,4830
202009,일요일,알수없음,알수없음,56479
202009,토요일,19세 이하,남성,2524
202009,토요일,19세 이하,여성,2042
202009,토요일,20대,남성,46907
202009,토요일,20대,여성,41570
202009,토요일,30대,남성,74161
202009,토요일,30대,여성,52279
202009,토요일,40대,남성,85850
202009,토요일,40대,여성,57430
202009,토요일,50대,남성,75440
202009,토요일,50대,여성,44497
202009,토요일,60대,남성,32839
202009,토요일,60대,여성,19662
202009,토요일,70대 이상,남성,10647
202009,토요일,70대 이상,여성,5879
202009,토요일,알수없음,알수없음,69822
202009,화요일,19세 이하,남성,2778
202009,화요일,19세 이하,여성,2344
202009,화요일,20대,남성,53432
202009,화요일,20대,여성,46547
202009,화요일,30대,남성,80587
202009,화요일,30대,여성,57766
202009,화요일,40대,남성,92328
202009,화요일,40대,여성,62020
202009,화요일,50대,남성,82165
202009,화요일,50대,여성,51966
202009,화요일,60대,남성,38961
202009,화요일,60대,여성,25892
202009,화요일,70대 이상,남성,13560
202009,화요일,70대 이상,여성,7922
202009,화요일,알수없음,알수없음,100941
202010,공휴일,19세 이하,남성,2182
202010,공휴일,19세 이하,여성,1879
202010,공휴일,20대,남성,45296
202010,공휴일,20대,여성,37316
202010,공휴일,30대,남성,71048
202010,공휴일,30대,여성,50056
202010,공휴일,40대,남성,80532
202010,공휴일,40대,여성,52879
202010,공휴일,50대,남성,67038
202010,공휴일,50대,여성,38978
202010,공휴일,60대,남성,28809
202010,공휴일,60대,여성,15557
202010,공휴일,70대 이상,남성,7296
202010,공휴일,70대 이상,여성,3784
202010,공휴일,알수없음,알수없음,59203
202010,금요일,19세 이하,남성,1864
202010,금요일,19세 이하,여성,1779
202010,금요일,20대,남성,32693
202010,금요일,20대,여성,29599
202010,금요일,30대,남성,51347
202010,금요일,30대,여성,37352
202010,금요일,40대,남성,58405
202010,금요일,40대,여성,39436
202010,금요일,50대,남성,52275
202010,금요일,50대,여성,32784
202010,금요일,60대,남성,24772
202010,금요일,60대,여성,15244
202010,금요일,70대 이상,남성,7716
202010,금요일,70대 이상,여성,4139
202010,금요일,알수없음,알수없음,68932
202010,목요일,19세 이하,남성,2559
202010,목요일,19세 이하,여성,2260
202010,목요일,20대,남성,45583
202010,목요일,20대,여성,40195
202010,목요일,30대,남성,67338
202010,목요일,30대,여성,49806
202010,목요일,40대,남성,75179
202010,목요일,40대,여성,51991
202010,목요일,50대,남성,66782
202010,목요일,50대,여성,42594
202010,목요일,60대,남성,32151
202010,목요일,60대,여성,20308
202010,목요일,70대 이상,남성,10474
202010,목요일,70대 이상,여성,5699
202010,목요일,알수없음,알수없음,88751
202010,수요일,19세 이하,남성,2440
202010,수요일,19세 이하,여성,2175
202010,수요일,20대,남성,45452
202010,수요일,20대,여성,40221
202010,수요일,30대,남성,65643
202010,수요일,30대,여성,48018
202010,수요일,40대,남성,72991
202010,수요일,40대,여성,49640
202010,수요일,50대,남성,64619
202010,수요일,50대,여성,42177
202010,수요일,60대,남성,31214
202010,수요일,60대,여성,19812
202010,수요일,70대 이상,남성,10094
202010,수요일,70대 이상,여성,5297
202010,수요일,알수없음,알수없음,85404
202010,월요일,19세 이하,남성,2478
202010,월요일,19세 이하,여성,2172
202010,월요일,20대,남성,44906
202010,월요일,20대,여성,40714
202010,월요일,30대,남성,67651
202010,월요일,30대,여성,50054
202010,월요일,40대,남성,72618
202010,월요일,40대,여성,50614
202010,월요일,50대,남성,64637
202010,월요일,50대,여성,41357
202010,월요일,60대,남성,31207
202010,월요일,60대,여성,19661
202010,월요일,70대 이상,남성,10537
202010,월요일,70대 이상,여성,5631
202010,월요일,알수없음,알수없음,81299
202010,일요일,19세 이하,남성,2534
202010,일요일,19세 이하,여성,2303
202010,일요일,20대,남성,45508
202010,일요일,20대,여성,39747
202010,일요일,30대,남성,71499
202010,일요일,30대,여성,52553
202010,일요일,40대,남성,79772
202010,일요일,40대,여성,53924
202010,일요일,50대,남성,69356
202010,일요일,50대,여성,42826
202010,일요일,60대,남성,30723
202010,일요일,60대,여성,17602
202010,일요일,70대 이상,남성,8848
202010,일요일,70대 이상,여성,4704
202010,일요일,알수없음,알수없음,61594
202010,토요일,19세 이하,남성,2753
202010,토요일,19세 이하,여성,2398
202010,토요일,20대,남성,45999
202010,토요일,20대,여성,40849
202010,토요일,30대,남성,73789
202010,토요일,30대,여성,55070
202010,토요일,40대,남성,85404
202010,토요일,40대,여성,59820
202010,토요일,50대,남성,73612
202010,토요일,50대,여성,46028
202010,토요일,60대,남성,32450
202010,토요일,60대,여성,19004
202010,토요일,70대 이상,남성,9737
202010,토요일,70대 이상,여성,5174
202010,토요일,알수없음,알수없음,73800
202010,화요일,19세 이하,남성,2655
202010,화요일,19세 이하,여성,2257
202010,화요일,20대,남성,45778
202010,화요일,20대,여성,40456
202010,화요일,30대,남성,66426
202010,화요일,30대,여성,49354
202010,화요일,40대,남성,72920
202010,화요일,40대,여성,51184
202010,화요일,50대,남성,65510
202010,화요일,50대,여성,43273
202010,화요일,60대,남성,31752
202010,화요일,60대,여성,19967
202010,화요일,70대 이상,남성,10456
202010,화요일,70대 이상,여성,5546
202010,화요일,알수없음,알수없음,84078
202011,금요일,19세 이하,남성,2404
202011,금요일,19세 이하,여성,1925
202011,금요일,20대,남성,42875
202011,금요일,20대,여성,38678
202011,금요일,30대,남성,64905
202011,금요일,30대,여성,47889
202011,금요일,40대,남성,74674
202011,금요일,40대,여성,51830
202011,금요일,50대,남성,67417
202011,금요일,50대,여성,43045
202011,금요일,60대,남성,32154
202011,금요일,60대,여성,19845
202011,금요일,70대 이상,남성,10126
202011,금요일,70대 이상,여성,5438
202011,금요일,알수없음,남성,1
202011,금요일,알수없음,알수없음,91125
202011,목요일,19세 이하,남성,2445
202011,목요일,19세 이하,여성,2024
202011,목요일,20대,남성,45097
202011,목요일,20대,여성,39834
202011,목요일,30대,남성,66054
202011,목요일,30대,여성,47469
202011,목요일,40대,남성,73004
202011,목요일,40대,여성,49858
202011,목요일,50대,남성,66090
202011,목요일,50대,여성,43767
202011,목요일,60대,남성,32510
202011,목요일,60대,여성,20530
202011,목요일,70대 이상,남성,10111
202011,목요일,70대 이상,여성,5787
202011,목요일,알수없음,남성,2
202011,목요일,알수없음,알수없음,88029
202011,수요일,19세 이하,남성,2648
202011,수요일,19세 이하,여성,2204
202011,수요일,20대,남성,47436
202011,수요일,20대,여성,41356
202011,수요일,30대,남성,66802
202011,수요일,30대,여성,48279
202011,수요일,40대,남성,74282
202011,수요일,40대,여성,50539
202011,수요일,50대,남성,66414
202011,수요일,50대,여성,44382
202011,수요일,60대,남성,33226
202011,수요일,60대,여성,21099
202011,수요일,70대 이상,남성,10676
202011,수요일,70대 이상,여성,5833
202011,수요일,알수없음,알수없음,88860
202011,월요일,19세 이하,남성,2405
202011,월요일,19세 이하,여성,1959
202011,월요일,20대,남성,43624
202011,월요일,20대,여성,41000
202011,월요일,30대,남성,66087
202011,월요일,30대,여성,49173
202011,월요일,40대,남성,71342
202011,월요일,40대,여성,50619
202011,월요일,50대,남성,65169
202011,월요일,50대,여성,42741
202011,월요일,60대,남성,32313
202011,월요일,60대,여성,20154
202011,월요일,70대 이상,남성,10394
202011,월요일,70대 이상,여성,5576
202011,월요일,알수없음,알수없음,82836
202011,일요일,19세 이하,남성,2854
202011,일요일,19세 이하,여성,2371
202011,일요일,20대,남성,52844
202011,일요일,20대,여성,48266
202011,일요일,30대,남성,81321
202011,일요일,30대,여성,60951
202011,일요일,40대,남성,93319
202011,일요일,40대,여성,65185
202011,일요일,50대,남성,85624
202011,일요일,50대,여성,53646
202011,일요일,60대,남성,38568
202011,일요일,60대,여성,22016
202011,일요일,70대 이상,남성,10807
202011,일요일,70대 이상,여성,5932
202011,일요일,알수없음,알수없음,77027
202011,토요일,19세 이하,남성,2485
202011,토요일,19세 이하,여성,1917
202011,토요일,20대,남성,42993
202011,토요일,20대,여성,40103
202011,토요일,30대,남성,68277
202011,토요일,30대,여성,51249
202011,토요일,40대,남성,79420
202011,토요일,40대,여성,56722
202011,토요일,50대,남성,71843
202011,토요일,50대,여성,45348
202011,토요일,60대,남성,31764
202011,토요일,60대,여성,18896
202011,토요일,70대 이상,남성,9684
202011,토요일,70대 이상,여성,5227
202011,토요일,알수없음,알수없음,73965
202011,화요일,19세 이하,남성,2546
202011,화요일,19세 이하,여성,2110
202011,화요일,20대,남성,45668
202011,화요일,20대,여성,41378
202011,화요일,30대,남성,65830
202011,화요일,30대,여성,48519
202011,화요일,40대,남성,71985
202011,화요일,40대,여성,50907
202011,화요일,50대,남성,65881
202011,화요일,50대,여성,44224
202011,화요일,60대,남성,32507
202011,화요일,60대,여성,20648
202011,화요일,70대 이상,남성,10266
202011,화요일,70대 이상,여성,5555
202011,화요일,알수없음,알수없음,86238
202012,공휴일,19세 이하,남성,427
202012,공휴일,19세 이하,여성,352
202012,공휴일,20대,남성,9361
202012,공휴일,20대,여성,7410
202012,공휴일,30대,남성,12914
202012,공휴일,30대,여성,8454
202012,공휴일,40대,남성,15323
202012,공휴일,40대,여성,9811
202012,공휴일,50대,남성,14056
202012,공휴일,50대,여성,8089
202012,공휴일,60대,남성,6013
202012,공휴일,60대,여성,3547
202012,공휴일,70대 이상,남성,1792
202012,공휴일,70대 이상,여성,1060
202012,공휴일,알수없음,알수없음,12347
202012,금요일,19세 이하,남성,1503
202012,금요일,19세 이하,여성,1317
202012,금요일,20대,남성,28418
202012,금요일,20대,여성,22475
202012,금요일,30대,남성,40503
202012,금요일,30대,여성,27483
202012,금요일,40대,남성,49055
202012,금요일,40대,여성,32540
202012,금요일,50대,남성,44933
202012,금요일,50대,여성,26583
202012,금요일,60대,남성,20730
202012,금요일,60대,여성,12374
202012,금요일,70대 이상,남성,7111
202012,금요일,70대 이상,여성,3832
202012,금요일,알수없음,알수없음,58775
202012,목요일,19세 이하,남성,1938
202012,목요일,19세 이하,여성,1542
202012,목요일,20대,남성,37632
202012,목요일,20대,여성,30027
202012,목요일,30대,남성,53446
202012,목요일,30대,여성,35907
202012,목요일,40대,남성,62858
202012,목요일,40대,여성,42276
202012,목요일,50대,남성,57750
202012,목요일,50대,여성,34841
202012,목요일,60대,남성,27429
202012,목요일,60대,여성,16825
202012,목요일,70대 이상,남성,9499
202012,목요일,70대 이상,여성,5164
202012,목요일,알수없음,알수없음,75150
202012,수요일,19세 이하,남성,2310
202012,수요일,19세 이하,여성,1961
202012,수요일,20대,남성,41464
202012,수요일,20대,여성,32853
202012,수요일,30대,남성,58968
202012,수요일,30대,여성,39307
202012,수요일,40대,남성,71364
202012,수요일,40대,여성,47698
202012,수요일,50대,남성,66264
202012,수요일,50대,여성,40837
202012,수요일,60대,남성,31576
202012,수요일,60대,여성,19007
202012,수요일,70대 이상,남성,10487
202012,수요일,70대 이상,여성,5654
202012,수요일,알수없음,알수없음,86236
